Numer_zgloszenia;Numer_prawa_wylacznego;Data_Zgloszenia;Numer_BUP;Data_Publikacji_BUP;Numer_WUP;Data_Publikacji_WUP;Nazwa_znaku;Rodzaj_znaku;Uprawnieni;Miasto_uprawnionego;Kraj_uprawnionego;Pelnomocnicy;Klasyfikacja_nicejska;Klasyfikacja_wiedenska;Status_sprawy;
041443;029272;1937-07-02;;;;;WYROL;S;Exxon Corporation;Nowy Jork;US;PHZ "Polservice";NIC: 04 ;;Wygaśnięcie prawa ochronnego;
041584;028867;1937-07-27;;;06/1938;1938-06-30;FORD;S;FORD MOTOR COMPANY LIMITED;BRENTWOOD;GB;Jadwiga Szewczyk Polservice Sp. z o.o.;NIC: 09 ;;Udzielenie prawa;
041657;029051;1937-08-10;;;;;RAWLPLUG;S;The Rawlplug Company Limited;Derby;GB;PHZ "Polservice";NIC: 09 11 16 20 21 ;;Wygaśnięcie prawa ochronnego;
041658;028720;1937-08-10;;;05/1938;1938-05-31;FREON;S;The Chemours Company FC, LLC;Wilmington;US;Piotr Kamiński;NIC: 01 ;;Udzielenie prawa;
041692;028886;1937-08-16;;;;;CIBAGEN;S;Ciba-Geigy AG, Ciba-Geigy SA, Ciba-Geigy Limited;Bazylea;CH;PHZ "Polservice" ZT-3/10149;NIC: 01 02 03 ;;Wygaśnięcie prawa ochronnego;
041754;028950;1937-08-28;;;;;BENZEDRINE;S;Not available;;;;NIC: 03 05 09 10 ;;Wygaśnięcie prawa ochronnego;
041858;028730;1937-09-16;;;05/1938;1938-05-31;ESSO;SG;EXXON MOBIL CORPORATION;IRVING;US;Jadwiga Szewczyk Polservice Sp. z o.o.;NIC: 04 ;VIE: 2601 2705 ;Udzielenie prawa;
041940;029253;1937-10-04;;;;;HELIO;SG;Beiersdorf-Lechia Spółka Akcyjna;Poznań;PL;;NIC: 03 ;VIE: 2601 2603 2604 ;Wygaśnięcie prawa ochronnego;
041953;028875;1937-10-05;;;;;BASERGIN;SG;Not available;;;;NIC: 01 02 03 04 05 ;;Wygaśnięcie prawa ochronnego;
042094;028878;1937-10-27;;;;;FORDSON;S;Ford Motor Company Limited;Brentwood;GB;PHZ "Polservice";NIC: 12 ;;Wygaśnięcie prawa ochronnego;
042205;030725;1937-11-13;;;07/1940;1940-12-31;MITIN;S;Ciba Specialty Chemicals Holding Inc.;Bazylea;CH;PHZ "Polservice";NIC: 05 ;;Wygaśnięcie prawa ochronnego;
042226;029243;1937-11-17;;;11/1938;1938-11-30;PEPSI-COLA;SG;PEPSI CO, INC.;PURCHASE;US;Jadwiga Szewczyk;NIC: 32 ;VIE: 2705 ;Udzielenie prawa;
042390;029006;1937-12-21;;;;;PERRY;S;Renold Limited;Manchester;GB;PHZ "Polservice" ZT-3/4710/78;NIC: 12 ;;Wygaśnięcie prawa ochronnego;
042391;029154;1937-12-21;;;;;MELOCOL;S;Ciba-Geigy AG, Ciba-Geigy SA, Ciba-Geigy Limited;Bazylea;CH;PHZ "Polservice" ZT-3/4645;NIC: 01 02 03 05 06 16 17 20 22 ;;Wygaśnięcie prawa ochronnego;
042392;029155;1937-12-21;;;;;MELOPAS;S;Raschig AG;Ludwigshafen nad Renem;DE;PHZ "Polservice";NIC: 01 02 03 05 06 16 17 20 22 ;;Wygaśnięcie prawa ochronnego;
042401;029158;1937-12-22;;;10/1938;1938-10-31;SALAMANDER;SG;THE MORGAN CRUCIBLE COMPANY PLC;WINDSOR;GB;Alicja Pers PATPOL Spółka z o.o.;NIC: 21 ;VIE: 0115 1403 2603 ;Udzielenie prawa;
042402;029160;1937-12-22;;;10/1938;1938-10-31;SALAMANDER;S;THE MORGAN CRUCIBLE COMPANY PLC;WINDSOR;GB;"Patpol" Sp. z o.o.;NIC: 21 ;;Wygaśnięcie prawa ochronnego;
042430;029739;1937-12-30;;;04/1939;1939-04-29;g;G;THE MORGAN CRUCIBLE COMPANY PLC;WINDSTOR;GB;"Patpol" Sp. z o.o.;NIC: 01 06 07 09 11 ;VIE: 1403 ;Wygaśnięcie prawa ochronnego;
042431;029738;1937-12-30;;;04/1939;1939-04-29;MORGANITE;S;THE MORGAN CRUCIBLE COMPANY PLC;WINDSTOR;GB;&quot Patpol&quot  Sp. z o.o.;NIC: 01 06 07 09 11 ;;Wygaśnięcie prawa ochronnego;
042444;029334;1938-01-03;;;;;C;SG;Le Carbone-Lorrarine;Genevilliers;FR;PHZ "Polservice" ZT-3/4852;NIC: 07 09 11 12 ;VIE: 2413 2705 ;Wygaśnięcie prawa ochronnego;
042478;029376;1938-01-10;;;12/1938;;MONEL;S;SPECIAL METALS WIGGIN LIMITED;Hereford;GB;"Polservice" Sp. z o.o.;NIC: 06 ;;Wygaśnięcie prawa ochronnego;
042515;029302;1938-01-17;;;;;FLIT;S;Not available;;;;NIC: 01 02 03 04 05 ;;Wygaśnięcie prawa ochronnego;
042555;029704;1938-01-22;;;;;SIROP FAMEL;S;Not available;;;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
042631;029199;1938-02-01;;;;;FRENCH CANCAN CARON;S;Not available;;;;NIC: 01 03 04 05 ;;Wygaśnięcie prawa ochronnego;
042632;029200;1938-02-01;;;;;FRENCH CANCAN;S;Not available;;;;NIC: 01 03 04 05 ;;Wygaśnięcie prawa ochronnego;
042633;029213;1938-02-01;;;;;FRENCH CANCAN;S;Not available;;;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
042643;029362;1938-02-03;;;12/1938;1938-12-31;CATERPILLAR;S;CATERPILLAR INC.;PEORIA;US;&quot Patpol&quot  sp. z o.o.;NIC: 07 12 ;;Wygaśnięcie prawa ochronnego;
042718;029393;1938-02-15;;;;;ADDRESSOGRAPH;SG;DBS, Inc.;Randolph;US;"Patpol" Sp. z o.o.;NIC: 09 16 ;VIE: 2705 ;Wygaśnięcie prawa ochronnego;
042805;029237;1938-02-28;;;11/1938;1938-11-30;g;G;FYFFES INTERNATIONAL;DUBLIN;IE;Jadwiga Szewczyk Polservice Kancelaria Rzeczników Patentowych Sp. z o.o.;NIC: 31 ;VIE: 2601 2602 ;Udzielenie prawa;
042891;029503;1938-03-14;;;;;NTE;SG;N.T.E. Limited;Pietermaritzburg;ZA;PHZ "Polservice";NIC: 01 31 ;VIE: 0301 2705 ;Wygaśnięcie prawa ochronnego;
042892;029401;1938-03-14;;;;;ELEPHANT BRAND;S;N.T.E. Limited;Pietermaritzburg;ZA;PHZ "Polservice";NIC: 02 ;;Wygaśnięcie prawa ochronnego;
042957;029519;1938-03-23;;;;;ALCOA;S;Aluminum Company of America;Pittsburgh;US;"Patpol" Sp. z o.o.;NIC: 06 ;;Wygaśnięcie prawa ochronnego;
043002;029771;1938-03-30;;;;;SIROP FAMEL;S;Not available;;;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
043012;029336;1938-03-31;;;12/1938;;PARANOX;S;Exxon Research and Engineering Company;Florham Park;US;"Polservice" Sp. z o.o.;NIC: 04 ;;Wygaśnięcie prawa ochronnego;
043050;029404;1938-04-05;;;;;PRISCOL;S;Ciba-Geigy AG, Ciba-Geigy SA,Ciba-Geigy Limited;Bazylea;CH;PHZ "Polservice" ZT-3/4732;NIC: 01 03 05 ;;Wygaśnięcie prawa ochronnego;
043094;029410;1938-04-12;;;;;IMPERIAL;S;Ta Triumph-Adler Aktiengesellchaft;Norynberga;DE;PHZ "Polservice";NIC: 16 ;;Wygaśnięcie prawa ochronnego;
043116;029352;1938-04-14;;;;;P. FAMEL;SG;Optrex B.V.;Hoevelaken;NL;PIHZ "Patpol" 0-1043/WK;NIC: 05 ;VIE: 2705 ;Wygaśnięcie prawa ochronnego;
043152;029744;1938-04-19;;;;;TUBINO;S;Dolfus Mieg & Cie;Paryż;FR;PHZ "Polservice";NIC: 23 ;;Wygaśnięcie prawa ochronnego;
043154;029539;1938-04-20;;;02/1939;1939-02-28;GMC;SG;General Motors Corporation;Detroit;US;"Polservice";NIC: 12 ;VIE: 2705 ;Wygaśnięcie prawa ochronnego;
043205;029773;1938-04-27;;;04/1939;1939-04-29;KIWI BOOT POLISH;SG;S.C. Johnson & Son, Inc.;Racine;US;Jan  Bucyk POLSERVICE Kancelaria Rzeczników Patentowych Spółka z o.o.;NIC: 03 ;VIE: 0307 2005 2601 2602 2705 2901 ;Udzielenie prawa;
043210;029432;1938-04-28;;;;;CHESELINE;S;Unilever N.V.;Rotterdam;NL;Kulikowska & Kulikowski;NIC: 03 ;;Wygaśnięcie prawa ochronnego;
043437;029236;1938-06-07;;;11/1938;1938-11-30;CITRO;SG;Wytwórnia Esencji Owocowych i Oleii Eterycznych Piotr Żak;Poznań;PL;;NIC: 29 32 ;VIE: 0503 0507 2601 2604 2611 2705 ;Wygaśnięcie prawa ochronnego;
043477;029818;1938-06-14;;;;;NEOPRENE;S;E.I. Du Pont de Nemours and Company;Wilmington;US;"Patpol" Sp. z o.o.;NIC: 01 02 17 ;;Wygaśnięcie prawa ochronnego;
043484;029590;1938-06-17;;;02/1939;1939-02-28;INCONEL;S;SPECIAL METALS WIGGIN LIMITED;Hereford;GB;"Polservice" Sp.  o.o.;NIC: 06 ;;Wygaśnięcie prawa ochronnego;
043546;029651;1938-07-02;;;;;NESTROVIT;S;Société Produits Nestlé S.A.;Vevey;CH;PHZ "Polservice";NIC: 01 03 05 29 30 ;;Wygaśnięcie prawa ochronnego;
043736;029790;1938-08-16;;;04/1939;1939-04-29;PREGNYL;S;MERCK SHARP & DOHME B.V.;Haarlem;NL;Monika Zielińska DRZEWIECKI, TOMASZEK & WSPÓLNICY SPÓŁKA KOMANDYTOWA;NIC: 05 ;;Udzielenie prawa;
043849;029712;1938-09-07;;;;;EPHYNAL;S;F.Hoffmann - La Roche et Co.Aktiengesellschaft;Bazylea;CH;"Patpol" Sp. z o.o.;NIC: 05 ;;Wygaśnięcie prawa ochronnego;
043982;030821;1938-10-05;;;02/1941;1941-02-28;CARBORUNDUM ELECTRITE;SG;CARBORUNDUM ELECTRITE a.s.;Benatky n/Jizerou;CZ;"Patpol" Sp. z o.o.;NIC: 07 ;VIE: 0307 2705 2901 ;Wygaśnięcie prawa ochronnego;
044089;029898;1938-10-28;;;;;RAMI;SG;Not available;;;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
044137;030287;1938-11-02;;;07/08/1939;1939-08-31;FOR YOU;SG;NIVEA Polska Sp. z o.o.;Poznań;PL;Paweł Górnicki PATENT-SERVICE Biuro Ochrony Własności Intelektualnej;NIC: 03 ;VIE: 2005 2611 2705 ;Wygaśnięcie prawa ochronnego;
044377;031241;1938-12-28;;;10/1941;1941-10-31;SAMARIN;S;Cederroth International AB;Väsby;SE;PHZ "Polservice";NIC: 29 32 ;;Wygaśnięcie prawa ochronnego;
044424;030024;1939-01-09;;;;;TALON;S;Textron Inc.;Providence;US;"Patpol" Sp. z o.o.;NIC: 26 ;;Wygaśnięcie prawa ochronnego;
044457;030543;1939-01-16;;;03/1940;1940-08-31;STEYR;SG;MAGNA STEYR AG & CoKG;Oberwaltersdorf;AT;Jadwiga Szewczyk Polservice Kancelaria Rzeczników Patentowych Sp. z o.o.;NIC: 07 12 13 ;VIE: 2505 2601 2705 ;Udzielenie prawa;
044461;030263;1939-01-17;;;;;S SOLVAY;SG;Solvay & Cie;Bruksela;BE;PHZ "Polservice";NIC: 01 05 ;VIE: 2415 2601 2705 ;Wygaśnięcie prawa ochronnego;
044616;030107;1939-02-13;;;07/08/1939;1939-08-31;TUNGSRAM;S;GE HUNGARY KFT.;BUDAPESZT;HU;Ludwika Przybyło PATPOL Sp. z o.o.;NIC: 09 11 ;;Udzielenie prawa;
044632;030315;1939-02-15;;;;;LIQUAEMIN;S;F.Hoffmann - La Roche & Co. Aktiengesellschaft;Bazylea;CH;"Patpol" Sp. z o.o.;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
044662;030199;1939-02-20;;;;;JEAN MARIE FARINA;S;Not available;;;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
044762;030911;1939-03-10;;;03/1941;1941-03-31;RIV;S;RIV-SKF Officine di Villar Perosa S.p.A.;Turyn;IT;PHZ "Polservice";NIC: 07 12 ;;Wygaśnięcie prawa ochronnego;
044820;030422;1939-03-21;;;;;ADAMS';S;Warner-Lambert Company;Morris Plains;US;PHZ "Polservice";NIC: 30 ;;Wygaśnięcie prawa ochronnego;
044877;030547;1939-04-01;;;03/1940;1940-08-31;CARRIER;SG;Carrier Corporation /corporation of Delaware/;Syracuse;US;PHZ "Polservice";NIC: 11 ;VIE: 2705 ;Wygaśnięcie prawa ochronnego;
045080;030512;1939-05-19;;;;;ADDO;SG;Facit Aktiebolag;Sundbyerg;SE;PHZ "Polservice";NIC: 09 ;VIE: 2705 ;Wygaśnięcie prawa ochronnego;
045172;030781;1939-06-10;;;01/1941;1941-01-31;MAS;S;KOVOSVIT MAS, a.s.;Sezimovo Ústi II;CZ;Aleksandra Kryśka PATPOL Sp. z o.o.;NIC: 07 12 ;;Udzielenie prawa;
045243;030645;1939-06-24;;;05/1940;1940-10-31;PUCH;SG;Steyr-Daimler-Puch AG;Wiedeń;AT;PHZ "Polservice";NIC: 12 ;VIE: 2401 2601 2705 ;Wygaśnięcie prawa ochronnego;
045374;031563;1939-07-24;;;;;LE ROUGE BAISE;S;Rica Juliette Sebbah, Jean-Paul Baudecroux, Micheline-Rosemonde Baudecroux;Paryż;FR;PHZ "Polservice";NIC: 03 ;;Wygaśnięcie prawa ochronnego;
045441;031751;1939-08-10;;;;;LENOIR BAISER;S;Not available;;;;NIC: 01 03 04 05 21 26 ;;Wygaśnięcie prawa ochronnego;
045499;030728;1940-03-04;;;;;NOVOPLAST;S;Not available;;;;NIC: 03 05 17 ;;Wygaśnięcie prawa ochronnego;
045572;030629;1940-04-27;;;;;CALCIUM SANDOZ;SG;Sandoz A.G.;Bazylea;CH;"Patpol" Sp. z o.o.;NIC: 05 ;VIE: 2512 2603 2605 2705 ;Wygaśnięcie prawa ochronnego;
045574;030631;1940-04-27;;;;;MACALVIT;SG;Sandoz A.G.;Bazylea;CH;"Patpol" Sp. z o.o.;NIC: 05 ;VIE: 0501 2604 2705 ;Wygaśnięcie prawa ochronnego;
045575;030632;1940-04-27;;;;;IPESANDRIN;S;Sandoz A.G.;Bazylea;CH;"Patpol" Sp. z o.o.;NIC: 05 ;;Wygaśnięcie prawa ochronnego;
045817;031073;1940-08-23;;;07/1941;1941-07-31;CREAM OF WHEAT;SG;Nobisco, Inc.;Nowy Jork;US;PHZ "Polservice";NIC: 29 ;VIE: 0201 0907 1103 2705 ;Wygaśnięcie prawa ochronnego;
045873;030630;1940-04-27;;;;;CEDILANID;S;Sandoz A.G;Bazylea;CH;"Patpol" Sp. z o.o.;NIC: 05 ;;Wygaśnięcie prawa ochronnego;
045884;030850;1940-09-30;;;;;PURSENILID;S;Sandoz A.G.;Bazylea;CH;"Patpol" Sp. z o.o.;NIC: 05 ;;Wygaśnięcie prawa ochronnego;
046039;031068;1940-12-20;;;;;SYNKAVIT;S;F.Hoffmann-La Roche A.G.;Bazylea;CH;"Patpol" Sp. z o.o.;NIC: 05 ;;Wygaśnięcie prawa ochronnego;
046128;031215;1941-02-12;;;09/1941;1941-09-30;SOTE;S;Setuza a.s.;Usti nad Łabą;CZ;PATPOL Spółka z o.o.;NIC: 01 02 03 04 05 ;;Wygaśnięcie prawa ochronnego;
046129;031216;1941-02-12;;;09/1941;1941-09-30;SCARAB;SG;Setuza a.s.;Usti nad Łabą;CZ;PATPOL Spółka z o.o.;NIC: 03 ;VIE: 2705 ;Wygaśnięcie prawa ochronnego;
046130;031217;1941-02-12;;;09/1941;1941-09-30;SOTE SILK;SG;Setuza a.s.;Usti nad Łabą;CZ;PATPOL Spółka z o.o.;NIC: 03 ;VIE: 2705 ;Wygaśnięcie prawa ochronnego;
046243;031189;1941-04-10;;;;;PROGRESSO;S;Koh-I-Noor, Tuzkarna L.& Co.Hardtmuth narodni podnik;Czeskie Budziejowice;CS;PHZ "Polservice";NIC: 16 ;;Wygaśnięcie prawa ochronnego;
046419;031401;1941-09-09;;;;;HYDANTAL;S;Not available;;;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
046445;031484;1941-10-16;;;;;LINGUETTEN;S;Not available;;;;NIC: 01 03 04 05 ;;Wygaśnięcie prawa ochronnego;
046527;031487;1941-11-25;;;;;SEDANTOINAL;S;Not available;;;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
046561;031700;1941-12-12;;;;;RIV;SG;RIV-SKF Officine di Villar Perosa S.p.A.;Turyn;IT;"Patpol" Sp. z o.o.;NIC: 07 ;VIE: 1507 2705 ;Wygaśnięcie prawa ochronnego;
046664;032251;1942-02-04;;;11/1943;1943-11-30;RHUM SAINT-JAMES;S;Rhums Martiniquais Saint James-R.M.S.J.;Sainte Marie;FR;Jadwiga Szewczyk Polservice Kancelaria Rzeczników Patentowych Sp. z o.o.;NIC: 33 ;;Udzielenie prawa;
046954;031989;1942-09-19;;;04/1943;1943-04-30;ORION;S;ORION Elekktronikai Korlatolt Felelossegu Tarsasag;Budapeszt;HU;Ludwika Przybyło PATPOL Sp. z o.o.;NIC: 11 ;;Wygaśnięcie prawa ochronnego;
046955;031929;1942-09-19;;;02/1943;1943-02-27;;G;ORION RADIO ÉS VILLAMOSSAGI VALLALAT;BUDAPESZT;HU;"Patpol" Sp. z o.o.;NIC: 09 11 ;VIE: 0406 ;Wygaśnięcie prawa ochronnego;
046956;032001;1942-09-19;;;;;ORION;SG;Orion Radio és Villamossagi Vallalat;Budapeszt;HU;"Patpol" Sp.z o.o.;NIC: 06 07 08 09 10 15 16 17 19 20 21 ;VIE: 0406 2705 ;Wygaśnięcie prawa ochronnego;
047006;032084;1942-10-10;;;06/1943;1943-06-30;NEOCID;S;Reckitt & Colman /Overseas/ Limited;Hull;GB;Patpol Sp. z o.o.;NIC: 05 ;;Wygaśnięcie prawa ochronnego;
047022;031985;1942-10-20;;;;;PHOBOTEX;S;Ciba Geigy AG, Ciba-Geigy SA, Ciba-Geigy Limited;Bazylea;CH;PHZ "Polservice";NIC: 01 02 ;;Wygaśnięcie prawa ochronnego;
047097;032243;1942-12-29;;;;;SOLEXINE;S;Not available;;;;NIC: 01 04 ;;Wygaśnięcie prawa ochronnego;
047143;032241;1943-01-25;;;;;SOLEX;S;Société des Carburateurs Solex;Nanterre;FR;PHZ "Polservice";NIC: 12 ;;Wygaśnięcie prawa ochronnego;
047180;032104;1943-02-05;;;;;METHERGIN;S;Sandoz A.G.;Basel;CH;"Patpol" Sp. z o.o.;NIC: 05 ;;Wygaśnięcie prawa ochronnego;
047430;033401;1943-07-31;;;09/1947;1947-09-30;;G;I UPR. ŠKODA INVESTMENT A.S.  II UPR. ŠKODA POWER S.R.O.;I UPR: PRAGA 1  II UPR PLZEN;CZ;Joanna Piłka;NIC: 06 07 08 ;VIE: 0307 2415 2601 ;Udzielenie prawa;
047432;032404;1943-07-31;;;05/1944;1944-05-31;;G;KABLO KLADNO A.S.;KLADNO;CZ;"Patpol" Sp. z o.o.;NIC: 17 19 02 06 07 09 11 ;VIE: 2601 2603 ;Wygaśnięcie prawa ochronnego;
048314;033267;1945-11-22;;;;;ISKRA I KARMANSKI KRAKOW;G;Not available;;;;NIC: 16 ;;Wygaśnięcie prawa ochronnego;
048315;033287;1945-11-22;;;;;I.K.;G;Not available;;;;NIC: 16 ;;Wygaśnięcie prawa ochronnego;
048323;033768;1945-12-01;;;;;GESAROL;G;Not available;;;;NIC: 01 02 03 04 05 ;;Wygaśnięcie prawa ochronnego;
048325;033770;1945-12-01;;;;;GESAREX;S;Ciba-Geigy AG,Ciba-Geigy SA,Ciba-Geigy Limited;Bazylea;CH;PHZ "Polservice";NIC: 01 05 ;;Wygaśnięcie prawa ochronnego;
048326;033771;1945-12-01;;;;;NEOCIDOL;S;Ciba-Geigy AG, Ciba-Geigy SA, Ciba-Geigy Limited;Bazylea;CH;PHZ "Polservice";NIC: 05 ;;Wygaśnięcie prawa ochronnego;
048327;033772;1945-12-01;;;;;GYRON;S;Not available;;;;NIC: 02 03 05 ;;Wygaśnięcie prawa ochronnego;
048328;033773;1945-12-01;;;;;TRIX;S;Ciba-Geigy AG, Ciba-Geigy SA, Ciba-Geigy Limited;Bazylea;CH;PHZ "Polservice";NIC: 05 ;;Wygaśnięcie prawa ochronnego;
048339;032784;1945-12-10;;;;;HYDERGIN;S;Sandoz A.G.;Bazylea;CH;Patpol Sp.z o.o.;NIC: 05 ;;Wygaśnięcie prawa ochronnego;
048348;033775;1945-12-19;;;;;EURAX;S;Ciba-Geigy AG, Ciba-Geigy SA, Ciba-Geigy Limited;Bazylea;CH;PHZ "Polservice";NIC: 05 ;;Wygaśnięcie prawa ochronnego;
048363;032889;1946-01-18;;;08/1946;1946-10-31;GELUSIL;S;WARNER-LAMBERT COMPANY LLC;WILMINGTON;US;Jan A. Bucyk POLSERVICE Spółka z o.o.;NIC: 05 ;;Wygaśnięcie prawa ochronnego;
048380;033080;1946-02-08;;;;;DU BARRY;S;Not available;;;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
048381;033115;1946-02-08;;;;;LIFE SAVERS;S;Nabisco, Inc.;Parsippany;US;PHZ "Polservice";NIC: 30 ;;Wygaśnięcie prawa ochronnego;
048408;033336;1946-03-02;;;07/08/1947;1947-08-30;DELCO;S;GENERAL MOTORS LLC;DETROIT;US;Bartosz Krakowiak;NIC: 06 07 08 09 11 12 ;;Udzielenie prawa;
048412;032926;1946-03-08;;;;;KALINA;S;Not available;;;;NIC: 01 03 04 05 ;;Wygaśnięcie prawa ochronnego;
048424;032790;1946-03-16;;;;;BOLEX;S;BOLEX International S.A.;Yverdon;CH;PHZ "Polservice";NIC: 08 09 15 16 ;;Wygaśnięcie prawa ochronnego;
048430;032879;1946-03-18;;;08/1946;1946-10-31;WEBSTER'S N.W.;SG;MERRIAM-WEBSTER, INCORPORATED;SPRINGFIELD;US;;NIC: 16 ;VIE: 0513 2601 2705 ;Udzielenie prawa;
048479;033757;1946-04-16;;;03/1948;1948-03-31;PERSONNA;S;WILKINSON SWORD GMBH;SOLINGEN;DE;Bartosz Krakowiak;NIC: 07 ;;Udzielenie prawa;
048492;032862;1946-04-19;;;;;HI-SPOT;S;Not available;;;;NIC: 29 32 ;;Wygaśnięcie prawa ochronnego;
048494;032906;1946-04-19;;;;;STOMATOLI;S;Not available;;;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
048497;034191;1946-04-23;;;;;HEMO;S;Borden, Inc;Nowy Jork;US;"Patpol" Sp. z o.o.;NIC: 32 ;;Wygaśnięcie prawa ochronnego;
048503;033026;1946-04-29;;;01/1947;1947-01-31;SILMURIN;S;F. Joh. KWIZDA Ges.m.b.H.;Wiedeń;CH;Patpol Sp. z o.o.;NIC: 05 ;;Wygaśnięcie prawa ochronnego;
048504;033049;1946-04-30;;;;;SWIFT'S;S;Not available;;;;NIC: 01 03 04 05 ;;Wygaśnięcie prawa ochronnego;
048505;033050;1946-05-02;;;;;SWIFT'S;S;Not available;;;;NIC: 29 30 ;;Wygaśnięcie prawa ochronnego;
048506;033051;1946-05-02;;;;;SWITF'S;S;NA;NA;ZZ;;NIC: 29 30 ;;Wygaśnięcie prawa ochronnego;
048535;032826;1946-05-14;;;07/1946;1946-09-30;ALCAN;S;Rio Tinto Alcan Inc.;Montreal;CA;;NIC: 06 ;;Udzielenie prawa;
048541;032797;1946-05-18;;;;;FOSELITE;S;NA;NA;ZZ;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
048544;032827;1946-05-20;;;07/1946;1946-09-30;COLUMBIA;SG;COLUMBIA PICTURES INDUSTRIES, INC.;CULVER CITY;US;;NIC: 09 ;VIE: 0203 1301 2705 ;Udzielenie prawa;
048547;033013;1946-05-20;;;;;DEXTROSOL;S;CPC INTERNATIONAL INC.;ENGLEWOOD CLIFFS;US;Patpol Sp. z o.o.;NIC: 05 ;VIE: 2705 ;Wygaśnięcie prawa ochronnego;
048654;033920;1943-07-31;;;06/1948;1948-06-30;AVIA;SG;DAEWOO AVIA A.S.;PRAGA;CZ;"Patpol" Sp. z o.o.;NIC: 12 ;VIE: 0307 2601 2705 ;Wygaśnięcie prawa ochronnego;
048656;034232;1943-07-31;;;11/1948;1948-11-30;ŚKODA;S;I UPR: ŠKODA INVESTMENT A.S.: II UPR. ŠKODA POWER S.R.O.;I UPR: PRAGA 1  II UPR: PLZEN;CZ;Alicja Pers PATPOL Spółka z o.o.;NIC: 06 07 08 ;;Udzielenie prawa;
048708;032902;1946-07-23;;;;;FALKIEWICZ;S;NA;NA;ZZ;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
048727;032919;1946-08-01;;;;;FRAGONARD;S;NA;NA;ZZ;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
048731;034008;1946-08-02;;;07/08/1948;1948-08-31;COROMANT;S;SANDVIK INTELLECTUAL PROPERTY AB;SANDVIKEN;SE;"Patpol" sp. z o.o.;NIC: 07 08 ;;Wygaśnięcie prawa ochronnego;
048780;033639;1946-08-26;;;;;SUNBEAM;S;SUNBEAM CORPORATION, A DELAWARE CORPORATION;CHICAGO;US;Patpol Sp. z o.o.;NIC: 08 11 21 ;VIE: 2705 ;Wygaśnięcie prawa ochronnego;
048781;033319;1946-08-26;;;07/08/1947;1947-08-30;PAN- CAKE;S;Noxell Corporation;Hunt Valley;US;Joanna Kowalewska;NIC: 03 ;;Udzielenie prawa;
048783;033320;1946-08-26;;;;;STEWART;S;SUNBEAM CORPORATION A DELAWARE CORPORATION;DOWNERS GROVE;US;PHZ "Polservice";NIC: 07 ;;Wygaśnięcie prawa ochronnego;
048787;033108;1946-08-27;;;02/1947;1947-02-28;KANTHAL;SG;SANDVIK INTELLECTUAL PROPERTY AB;SANDVIKEN;SE;Ludwika Przybyło PATPOL Sp. z o.o.;NIC: 06 09 11 ;VIE: 0901 2602 ;Wygaśnięcie prawa ochronnego;
048788;032981;1946-08-27;;;;;OLD SPICE;SG;NA;NA;ZZ;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
048799;032949;1946-08-29;;;;;JOZEFINKA;SG;NA;NA;ZZ;;NIC: 03 05 ;;Wygaśnięcie prawa ochronnego;
048802;033057;1946-09-02;;;;;BEECH - NUT;SG;NABISCO, INC.;EAST HANOVER;US;PHZ "Polservice";NIC: 29 30 ;VIE: 0507 2601 ;Wygaśnięcie prawa ochronnego;
048817;033061;1946-09-03;;;02/1947;1947-02-28;DODGE;S;FCA US LLC;Auburn Hills;US;;NIC: 12 ;;Udzielenie prawa;
048827;033201;1946-09-05;;;;;WESSANEN;S;NA;NA;ZZ;;NIC: 29 30 31 ;;Wygaśnięcie prawa ochronnego;
048836;033417;1946-04-09;;;09/1947;1947-09-30;UNIVERSAL;S;UNIVERSAL CITY STUDIOS LLC;UNIVERSAL CITY;US;Bartosz Krakowiak;NIC: 09 ;;Udzielenie prawa;
048837;033070;1946-09-09;;;;;IGAS;S;NA;NA;ZZ;;NIC: 01 02 03 04 05 ;;Wygaśnięcie prawa ochronnego;
048838;033289;1946-09-09;;;;;SIGUNIT;SG;SIKA AG,VORM. KASPAR WINKLER & CO.;ZURYCH;CH;"Patpol" Sp.z o.o.;NIC: 04 ;VIE: 1407 2705 ;Wygaśnięcie prawa ochronnego;
048839;033290;1946-09-09;;;;;PLASTOCRETE;SG;SIKA AG,VORM.KASPAR WINKLER & CO.;ZURYCH;CH;"Patpol" Sp.z o.o.;NIC: 04 ;VIE: 1407 2705 ;Wygaśnięcie prawa ochronnego;
